id,term,signwriting,description,cue
5480,roedspette,M547x644S33b00482x483S21100499x507S26502480x506S10012517x514S15a50525x617S2830f498x595,,roedspette
5481,sei,M518x534S15a48483x499S10002488x519S21100499x501S26600498x467,,sei
5482,sel,M552x530S36d00479x526S20500510x508S20500479x508S15d04518x498S15d0c462x499S2fd00489x497S22104540x506S22104446x506S36d00479x470,,sel
5483,sel,M571x532S36d00479x469S20500515x495S20500478x495S15a57522x475S15a51457x475S2c606542x495S2c606544x515S2c613432x496S2c613430x515,,sel
5486,skall,M525x517S17618475x501S17111476x483S2c300499x492,,skall
5488,skilpadde,M516x543S1710a493x517S1f540495x497S26620494x457S22102486x469S22102485x485S22106509x477S20800497x533,,skilpadde
5489,skilpadde,M516x543S1710a493x517S1f540495x497S26620494x457S22102486x469S22102485x485S22106509x477S20800497x533,,skilpadde
5490,skilpadde,M511x546S1710a491x520S1f540493x500S20800493x536S22120489x489S26620493x455,,skilpadde
5491,skjell,M523x515S17111503x486S1711e501x498S20600477x487,,skjell
5492,skjell,M519x518S17147503x498S1714f482x497S20600489x483,,skjell
5493,skjell,M519x518S17147503x498S1714f482x497S20600489x483,,skjell
5495,tang,M531x537S17740490x508S17748470x522S29907509x473S22100490x495S22104496x485S22100502x472S22104508x463,,tang
5497,torsk,M536x563S2ff00482x483S22a04495x522S1f406494x534S22120514x521,,torsk
5498,torsk,M527x549S2ff00482x483S1f106489x519S21100514x517S22a04514x534,,torsk
5502,oesters,M527x514S17111507x486S1711e503x497S22104488x489S22100473x489,,oesters
5503,oesters,M521x529S1715a497x511S17159486x489S2dd08479x472,,oesters
5505,skole,M535x519S26a02505x483S26a16481x484S2fb04493x513S15a00523x483S15a08466x481,,skole
5509,edderkopp,M513x543S15050487x512S26600493x458S22510490x496,,edderkopp
5511,flue,M533x514S19a12513x486S2830e468x492,,flue
5512,flue,M522x526S1dc51478x503S24d0f494x475,,flue
5513,flue,M533x526S20500498x515S18221472x498S18229507x497S22124511x483S22124469x484S36d00479x474,,flue
5514,flue,M529x530S2fb00494x471S22124507x483S22124474x483S18210472x495S18218506x495S37600488x507,,flue
5515,flue,M554x532S2fb00488x478S26607511x468S26607532x468S26611464x468S26611446x470S15050505x501S15058468x501,,flue
5516,flue,M554x530S2fb00488x481S26607511x471S26607532x471S26611464x471S26611446x473S14c50503x499S14c58470x499,,flue
5517,fly,M539x519S15a12461x489S15a1a512x489S36d00479x481S22f04511x505S22f14464x505,,fly
5518,fly,M549x526S36d00479x474S15a12452x486S15a1a522x487S23004504x507S23014472x508,,fly
5519,huggorm,M520x568S12810497x432S2f710481x433S22104480x446S28308492x504S10040489x538,,huggorm
5523,larve,M516x533S15a30485x480S26600484x468S21b00507x473S21600508x480S21b00508x489S21600507x496S10a57485x500,,larve
5524,lus,M526x534S1ea40500x468S1ea48477x467S2a214474x501S2a20c503x501S20500495x523,,lus
5526,maur,M529x535S36d00479x465S37606476x467S15301489x499S22527501x489S26501516x481,,maur
5527,maur,M531x528S15a50472x485S14e50469x497S20e00508x491S22520499x506S26500506x472,,maur
5528,maur,M544x536S22520460x491S22520507x492S15057513x508S1505f462x508S26607522x466S26611456x465,,maur
5529,mygg,M595x518S30006482x483S20500520x496S26602535x493S1dc21565x486S22104553x478,,mygg
5530,mygg,M584x518S30006482x483S1f410517x501S20500520x485S26602554x500S22124562x487,,mygg
5531,mygg,M546x518S2ff00482x483S1f410517x500S20b00501x494,,mygg
5532,mygg,M525x522S15a1a476x510S1f451484x489S22a03512x479,,mygg
5533,orm,M539x515S2dd00462x486S10012509x500,,orm
5538,slange,M539x513S10012509x498S2dd00462x487,,slange
5540,sommerfugl,M565x523S15f01477x500S15f09498x498S22104516x488S22104535x488S22104553x488S22104470x491S22104453x491S22104436x491S20700490x477,,sommerfugl
5541,larve,M515x535S15a30487x480S10a57485x502S26600486x465S21600506x494S21b00506x487S21600506x479S21b00507x471,,larve
5543,tegn,M523x535S2fb04489x529S2e700508x504S2e714477x502S15a10502x470S15a18486x466,,tegn
5545,tog,M508x532S11038493x505S26600492x469,,tog
5546,skog,M541x537S14c10459x463S37800470x493S15a56459x525S2e230485x490S26626511x500,,skog
5547,skog,M543x530S14c10458x470S37800470x498S2e230489x496S26606513x506,,skog
5550,sprette,M508x516S17736493x496S21b00495x485,,sprette
5551,stubbe,M539x525S16d40505x476S16d48477x477S28905512x500S2891d461x500,,stubbe
5552,stubbe,M560x525S16d40505x475S16d48477x476S28905512x499S2891d461x499S16d50542x505S16d58440x505,,stubbe
5553,tre,M526x536S14c10474x465S37800485x493S15a56474x524S2e230507x493,,tre
5554,tre,M563x530S36d00479x485S37800521x486S20500519x487S20500525x507S11e01538x500S2b800526x471,,tre
5555,tre,M563x530S36d00479x485S37800521x486S20500519x487S20500525x507S11e01538x500S2b800526x471,,tre
5556,tre,M587x532S36d00479x487S37800521x488S20500519x489S20500525x509S11e01538x502S2b800564x469S11e51526x468,,tre
5562,ved,M569x533S36d00479x506S37b11518x509S37b11520x517S3770c526x520S15a37546x502S17112525x478S20500525x499S20500540x499S2b703511x466,,ved
5567,bake,M541x525S16f50506x476S16f58465x476S2c401501x502S2c410459x501,,bake
5568,bekreftelse,M518x523S30114482x477,,bekreftelse
5568,ja,M518x523S30114482x477,,ja
5568,nikke,M518x523S30114482x477,,nikke
5569,du,M518x559S10040494x529S34600482x483,,du
5570,hei,M566x520S33e00482x483S14c20523x489S26506551x499,,hei
5574,jeg,M509x522S10004494x478S20500491x511,,jeg
5576,kamera,M559x540S31510482x483S1ed18503x521S1ed10533x521S22104533x510,,kamera
5578,klemme,M536x535S37100479x466S37108471x466S26502494x481S37706486x501S37706496x514S20300521x507S20300471x493S26516496x521,,klemme
5579,kommode,M510x534S20330495x466S22a14491x503S26514495x485S26514495x519,,kommode
5580,kommode,M510x534S20330495x466S22a10491x503S26514495x485S26514495x519,,kommode
5582,mormor,M553x518S2ff00482x483S26506504x486S20e00488x487S11502523x488,,mormor
5584,rom,M538x533S27616471x468S2760e504x469S10004523x503S1000c463x503,,rom
5588,sove,M531x526S2ff00482x483S15a17508x503,,sove
5589,sove,M531x525S31600482x483S15a17508x502,,sove
5590,spise,M518x566S34000482x483S26a04487x521S1eb07496x539,,spise
5591,velkommen,M579x521S2ff23479x479S2fb04525x501S26503536x480S26513517x468S15d30560x450S15d39532x444,,velkommen
5594,tang,M536x537S17740488x509S17748465x522S29a07510x473S22100489x496S22104496x485S22100504x473S22104513x464,,tang
5596,bunn,M521x514S15a12480x487S15a1a483x502S2f900510x497,,bunn
5605,fiske,M528x511S1ea40473x490S23000503x492,,fiske
5606,fjord,M537x515S1ed50463x496S2dd08495x498S22104518x486,,fjord
5607,flom,M540x530S25f20493x470S22520508x481S22520461x481S14c50510x499S14c58466x499,,flom
5608,foss,M531x526S14c12500x491S28903470x499S2f710492x516S22520475x475,,foss
5609,flom,M538x536S14c50505x505S14c58469x504S25f21477x465S22510516x485S22510463x483,,flom
5610,foss,M530x528S28903470x501S14c12499x493S2f710488x520S22521492x473,,foss
5611,fuktig,M534x514S17d14472x499S17d1c505x499S22104506x486S22104522x486S22104482x487S22104467x487,,fuktig
5612,fuktig,M513x542S15230488x458S22114487x493S22f04487x502S17716493x522,,fuktig
5613,fuktig,M513x519S17d0e492x496S22114487x482,,fuktig
5614,fuktig,M519x529S17d06481x472S17d0e504x472S22104481x502S22104505x502S22a14481x514S22a04505x513,,fuktig
5615,grunn,M514x536S15a12486x500S15a16487x524S26620494x464,,grunn
5616,hav,M544x518S2ff00482x483S14c12500x488S26700528x448S22520498x465,,hav
5618,horisont,M537x545S32402463x483S32406501x483S15a50475x517S26706489x521S2fb04495x539,,horisont
5620,is,M573x514S19251505x487S19259475x487S26706531x498S26712428x496,,is
5621,is,M570x510S19250507x490S19258475x490S26712430x493S26706528x494,,is
5622,is,M572x514S19a51504x487S19a59474x487S26712429x497S26706530x497,,is
5623,isbre,M570x553S19251503x447S19259476x447S26712430x456S26706528x458S14c04508x499S14c0c468x500S25e24491x523,,isbre
5624,kilde,M511x534S10000489x504S26500497x484S26500497x467,,kilde
5626,kyst,M529x527S15a1a502x515S37806472x521S2dd04481x496S10013481x474,,kyst
5627,myr,M530x513S17d14473x498S17d1c506x498S22114504x487S22114470x487,,myr
5628,myr,M521x533S2f900495x468S15a50508x476S15a50480x476S22a04508x506S22a14479x505S2fc04493x522,,myr
5632,salt,M513x519S16d5f491x482S22f04488x505,,salt
5633,salt,M513x521S15311490x480S22f04488x507,,salt
5634,sjoe,M524x514S15a50476x487S29906492x495,,sjoe
5637,skum,M525x514S15a30513x487S2960e476x495,,skum
5638,smelte,M593x515S17d14475x487S17d1c505x488S2fb04495x509S26612440x487S26606531x486S18514408x488S1851c568x486,,smelte
5639,strand,M530x530S15a1a503x518S14c12487x470S37806471x525S2dd04485x498,,strand
5642,svamp,M528x514S17d14472x498S17d1c505x499S22120472x487S22120505x487,,svamp
5643,vann,M508x516S17712493x484S22100495x509,,vann
5644,vann,M527x534S2ff00482x483S10610493x508S20e00515x515,,vann
5645,vann,M543x519S2ff00482x483S21100504x489S22a04504x504S1f527521x496,,vann
5646,vann,M530x514S15a50471x487S2830a487x492,,vann
5648,vaeske,M512x525S16d26492x475S2a200489x497,,vaeske
5649,vaeske,M531x514S15a50470x487S2830a488x496,,vaeske
5650,vaeske,M508x516S17712493x484S22100496x509,,vaeske
5654,oey,M511x526S10004490x474S2ef04491x508,,oey
5655,oey,M513x518S17630493x482S2e732488x502,,oey
5657,ape,M534x537S21200506x488S21200465x489S22f00508x471S22f10467x472S36d00479x464S14e03507x508S14e0b469x509,,ape
5658,ape,M546x578S2ff00482x483S14e1a471x472S21200486x461S36d00479x521S22f00488x538S21200487x555S14e03519x550,,ape
5665,ekorn,M571x519S33b00482x483S17710507x500S17718473x500S2c400531x496S2c411430x495,,ekorn
5666,elefant,M568x530S33200482x483S16d10521x499S29905540x508,,elefant
5667,elfenben,M566x519S33b00482x483S20500500x504S16d10522x498S2c607543x501,,elfenben
5670,esel,M564x627S30001482x483S30007482x483S28807517x471S2881f463x472S22104509x471S22104477x472S1eb10540x468S1eb18437x470S15a14496x585S10e04501x564S20700499x546S22f24489x613,,esel
5671,esel,M564x518S30001482x483S30007482x483S28807517x471S2881f463x472S1eb18437x470S1eb10540x468S22120503x474S22120477x474,,esel
5672,esel,M551x518S2ff00482x483S15a20509x467S15a20480x466S22114525x470S22114449x471S2fb00493x458,,esel
5673,flodhest,M543x534S15051496x478S1503f475x499S28809523x467S28814458x512,,flodhest
5674,foell,M527x574S15a48491x465S10e04487x445S20700485x426S15a40513x528S15a48474x528S22a04514x559S22a14473x557,,foell
5675,far,M541x521S15a1a504x509S37806472x514S10e1e511x492S21100494x493S26602460x493S22114472x480,,far
5676,geit,M525x574S30004482x483S16d40492x520S25e04493x544S22104513x557,,geit
5677,geit,M538x551S30004482x483S16d40492x521S2c607515x521S22104516x544,,geit
5678,gorilla,M534x537S21200506x488S21200465x489S22f00508x471S22f10467x472S36d00479x464S14e03507x508S14e0b469x509,,gorilla
5680,gris,M518x538S2ff00482x483S2e300489x486S20310494x523,,gris
5681,hare,M535x518S2ff00482x483S11500511x464S11508477x464S22124513x452S22124470x453,,hare
5682,hest,M520x524S15a48481x497S10e04482x477S20700502x495,,hest
5683,hest,M521x535S15a48485x490S10e04482x466S22f24480x521S20700503x497,,hest
5684,hest,M536x524S2fb04493x518S23004511x502S23014465x503S1ea40509x476S1ea48470x477,,hest
5685,hjort,M550x518S14c28459x435S14c20527x436S10012514x491S1001a455x491S28807522x469S2881f465x468S2ff00482x483,,hjort
5686,kenguru,M552x525S36d00479x475S20500509x490S20500481x491S17154510x505S1715c472x504S23000527x479S23010451x479,,kenguru
5687,kenguru,M550x536S14c04506x475S14c0c472x476S37806513x474S37806457x476S2fa00520x464S2fa00468x467S23600511x509S23610451x511S2fb04494x530,,kenguru
5688,ku,M558x518S2ff00482x483S28807505x469S2881f472x470S1ef10529x482S1ef18440x482S22104529x470S22104455x470,,ku
5689,ku,M529x518S2ff00482x483S10027508x458S1002f467x459,,ku
5690,ku,M548x518S2ff00482x483S10027508x458S1002f467x459S22a11448x453S22a07535x453,,ku
5691,okse,M518x555S33200482x483S20800496x520S1ec16492x532,,okse
5692,okse,M551x536S33200482x483S20800537x501S1ec16532x513,,okse
5693,okse,M526x518S2ff00482x483S1de20504x469S1de28473x468,,okse
5697,sau,M540x518S15a1a508x506S37806476x511S10e1e510x487S21100494x489S26602461x488S22104474x482,,sau
5699,sjiraff,M518x582S36a00482x477S22d00493x522S1710e485x565,,sjiraff
5700,svin,M518x538S2ff00482x483S2e300490x486S20310492x523,,svin
5701,vaer,M571x520S2ff00482x483S22b04520x490S22b14463x487S2f005529x479S2f015449x475S2fb00528x469S2fb00454x465S10011550x476S10019426x475,,vaer
5702,vent,M506x514S15a20494x487,,vent
5710,barometer,M519x530S15a06489x512S10011482x500S2890a490x486S28902488x470,,barometer
5715,flom,M530x537S25f20492x463S22510508x473S22510471x472S14c50505x504S14c58471x506,,flom
5716,flom,M533x535S25f21479x466S22510511x471S22510467x485S14c50508x502S14c58474x504,,flom
5718,frost,M526x512S20310511x497S20318475x497S2f900513x488S2f900477x489,,frost
5720,fuktig,M523x527S17d16477x474S17d1e508x474S22104509x501S22104477x501S22a04509x511S22a14477x512,,fuktig
5721,fuktig,M531x513S17d14470x498S17d1c506x498S22114505x487S22114469x488,,fuktig
5722,fuktig,M513x542S15230487x458S22114487x495S22f04487x504S17716492x522,,fuktig
5723,fuktig,M513x519S17d1e492x496S22114487x482,,fuktig
5724,fuktig,M526x527S17d16475x473S17d1e510x474S22104477x501S22104513x500S22a04513x510S22a14478x512,,fuktig
5725,gass,M518x518S2ff00482x483S15300493x488,,gass
5726,gass,M537x524S2ff00482x483S15300496x499S26504523x497,,gass
5727,gass,M518x558S2ff00482x483S15300495x502S2e300494x531,,gass
5728,gass,M528x518S17710508x500S26602473x502S22100494x495S2f710494x483,,gass
5729,grader,M515x523S15a12486x477S10028487x493S20602505x492,,grader
5729,temperatur,M515x523S15a12486x477S10028487x493S20602505x492,,temperatur
5730,hagl,M548x528S15050502x481S15058473x481S2fb00494x471S36d00479x519S2f710534x481S2f710456x482S22b04532x497S22b14454x498S2f900534x490S2f900457x491,,hagl
5731,hagl,M536x538S22c24493x496S36d00479x503S2f900495x489S2f710495x479S15352511x462S1535a465x462,,hagl
5732,hagl,M536x533S1535a465x467S22b24483x502S2f900495x494S2f710495x484S15352511x467S22b24502x503S36d00479x508,,hagl
5733,hoest,M533x523S14c12486x483S1f502503x499S22522467x477S20500523x496,,hoest
5734,hoeytrykk,M543x563S36d00479x466S18210517x455S22a00522x436S36d00479x554S20350528x531S22a04530x548S2f900530x523,,hoeytrykk
5735,hoeytrykk,M538x562S36d00479x468S18210515x459S22a00521x439S15a36491x544S20350485x547S22a04485x526S2f900486x518,,hoeytrykk
5736,is,M574x514S19251507x487S19259474x487S26706532x497S26712427x497,,is
5737,is,M571x510S19250506x491S19258474x491S26706529x493S26712429x492,,is
5738,is,M576x514S19a51504x487S19a59474x487S26706534x497S26712424x497,,is
5739,isbre,M578x554S19251511x447S19259470x448S26712423x456S26706536x457S14c04512x502S14c0c467x502S25e24493x524,,isbre
5740,jorden,M540x518S15a50503x485S15a50486x485S28a14464x482S28a0c519x482S28816461x494S2880e518x493,,jorden
5741,jordskjelv,M544x555S15a12481x446S2e706484x460S14c50508x484S14c58464x484S2a408508x519S2a410464x519S2f900533x519S2f900456x519,,jordskjelv
5742,jordskjelv,M576x536S15a12425x467S2e706426x481S14c50540x465S14c58496x465S2a408540x500S2a410496x500S2f900565x500S2f900488x500,,jordskjelv
5743,kulde,M525x512S20310510x497S20318476x497S2f900512x490S2f900478x489,,kulde
5744,kulde,M525x514S20310510x499S20318476x499S2f920512x487S2f920479x487,,kulde
5745,luft,M540x539S2ff00482x483S15a00522x495S26a04513x525,,luft
5746,luft,M547x537S2ff00482x483S15a01524x497S26a04516x523,,luft
5747,lun,M542x518S2ff00482x483S14c02493x484S26506527x489,,lun
5748,lyn,M529x528S10021472x472S2460b493x491S2f710517x491,,lyn
5749,lyse,M560x518S2ff00482x483S22100513x461S17711541x446S26203517x463,,lyse
5751,mild,M530x518S2ff00482x483S14c01471x481S26606500x486,,mild
5756,nedboer,M566x524S36d00479x520S14c50506x482S14c58472x482S22b04532x488S22b04550x487S22b14455x486S22b14439x485S2fb00495x475,,nedboer
5758,orkan,M521x530S28a2d466x500S36d00479x507S2f900487x493S20310496x474S20318478x469,,orkan
5760,ras,M543x538S22523499x493S22523458x482S25e23468x511S14c03516x475S14c0d474x463,,ras
5761,ras,M542x538S22522458x462S22522494x499S14c52511x505S14c5e473x468S25e23460x511,,ras
5762,regn,M531x531S14c50507x469S14c58469x469S22b24492x501,,regn
5763,regn,M534x538S14c50510x464S14c58467x463S22a04516x498S22a04515x516S22a14473x497S22a14474x515S2fb04492x532,,regn
5764,regn,M532x529S14c04509x471S14c0c468x471S22b24491x499,,regn
5766,regnbue,M521x521S36d00479x517S14c21451x483S2890a484x479,,regnbue
5767,regnbue,M521x526S36d00479x522S32100482x482S14c21451x470S28a0a484x462,,regnbue
5770,roeyk,M544x540S14c04457x509S29707485x485S17712507x461S22120522x501,,roeyk
5772,skum,M526x514S15a30514x487S2960e475x494,,skum
5773,sky,M521x535S36d00479x531S14c30495x482S2ea32496x464,,sky
5777,smelte,M587x515S17d14474x486S17d1c503x486S2fb04493x509S26612441x485S26606529x486S18514413x489S1851c562x490,,smelte
5779,sol,M547x524S36d00479x520S10011526x479S2e309499x476,,sol
5783,sommer,M530x518S2ff00482x483S14c02464x481S26606500x484,,sommer
5784,stige,M514x532S15a12487x501S10018493x502S21100496x485S22a00496x468,,stige
5785,storm,M526x521S14c11500x479S28a0e474x501S2f900508x516,,storm
5786,temperatur,M515x533S15a12486x503S10018492x503S21200487x486S22f00488x468,,temperatur
5787,temperatur,M515x532S10018489x502S10012485x508S21100496x485S22a00498x468,,temperatur
5788,termometer,M523x599S15a12492x439S10018500x443S21200495x422S23108497x402S10018500x569S1f000494x572S22b00504x530S20700477x577,,termometer
5789,torden,M566x525S36700482x489S30104482x477S28302523x488S2831a436x488S20310546x508S20318437x510,,torden
5790,tornado,M545x555S10018460x525S10013455x501S22d07487x462S2ef04500x495S2ef04512x480S2e736520x446S2fb01487x464,,tornado
5791,trykk,M515x521S15a36488x502S20350486x506S22a04489x485S2f900490x479,,trykk
5794,universet,M538x543S2ff00482x483S28a14464x485S28a0c521x484S20330505x528S20330479x527S14c12507x453S14c1a462x452,,universet
5795,uvaer,M533x574S1f522492x425S22a04492x453S2f900508x452S36d00479x570S14c21472x535S28a0a497x532,,uvaer
5796,varm,M530x518S2ff00482x483S14c02464x478S26606500x481,,varm
5797,vind,M528x520S14c40504x481S23902472x500,,vind
5798,vinter,M526x531S20310509x470S20318474x471S27102511x490S27116474x491,,vinter
5799,vinter,M524x512S20310509x497S20318476x496S2f900512x488S2f900477x489,,vinter
5800,vaer,M539x520S36d00479x516S14c21477x483S28a0a503x479,,vaer
5801,vaer,M536x523S36d00479x519S14c01471x480S28a0a500x477,,vaer
5802,vaermelding,M553x551S36d00479x437S14c21475x403S2890a500x400S33b00481x483S10010507x521S2b707528x523,,vaermelding
5803,var,M512x545S1710a492x505S22b00493x490S14c00488x455S17736492x525,,var
5805,oerken,M523x529S21200478x498S15a13486x471S15a30511x497S26a04478x515,,oerken
5809,martin,M524x518S2ff20476x483S21100494x487S26504493x502S14418487x449,,martin
5824,fisk,M508x536S15a40495x509S2dd06492x464,,fisk
5825,fisk,M525x525S15a41502x502S2830f476x475,,fisk
5829,frosk,M518x570S36a00482x477S20500496x522S15316488x537S22f04489x556,,frosk
5830,frosk,M595x555S36a00482x477S20500495x523S17600493x539S22100514x544S26500532x540S26504554x540S15306528x519S22120573x544,,frosk
5831,frosk,M525x554S36a00482x477S20500495x524S17700505x533S22120481x547,,frosk
5832,frosk,M529x517S11012502x502S2b702472x484,,frosk
5833,neste,M545x535S33200482x483S10a10522x509S28400523x474,,neste
5835,Pakistan,M521x523S10018480x493S17610485x481S26a02507x477,,pakistan
5836,Pakistan,M523x528S10018478x498S17610483x486S22200487x473S22204505x476S26506508x485,,pakistan
5837,Syria,M518x514S15a48483x487S10e52488x495,,syria
5838,Iran,M519x516S15a48481x484S10042489x501,,iran
5839,forberede,M518x529S15a57491x489S15a51495x506S22f04482x472,,forberede
5840,vil,M521x513S15d01498x488S20600480x502,"utrykker vilje, ønske om handling i framtid",vil
5841,vil,M514x527S15d02487x473S21100494x496S22a04494x512,,vil
5846,gjeller,M572x549S36a00482x477S28905506x496S2891d466x496S14c02541x501S14c0a430x500S2fb04493x543,,gjeller
5847,hummer,M517x525S11540502x476S11548484x476S22f24489x511,,hummer
5848,hval,M513x531S1dc10488x501S2b700494x470,,hval
5849,hval,M514x533S15a56487x495S15a40496x506S2b700487x468,,hval
5850,hval,M566x548S14e57435x477S14e39444x499S26626491x490S28a01472x456S28a0b498x453S28a1c487x510S28a10512x512S2fb06546x491S2f806555x480,,hval
5853,kamskjell,M513x546S15050487x454S15a30496x506S21100496x488S26704494x504,,kamskjell
5854,klo,M539x519S1f017493x489S10a19462x483S2880b519x495S22104513x481,,klo
5856,krabbe,M531x525S15050469x494S22520486x476S26606501x502,,krabbe
5857,krabbe,M525x530S15050476x499S22521483x471S26607503x479,,krabbe
5858,krabbe,M531x521S1eb40507x502S1eb48470x501S21d00504x490S21d00481x490S2fb00493x480,,krabbe
5859,krabbe,M531x530S1eb40507x511S1eb48470x510S21d00504x499S21d00481x499S2fb00493x489S26520493x470,,krabbe
5860,krabbe,M535x523S1f157512x493S1f15f466x492S22101467x495S22105470x483S22101482x480S22107511x478S22103522x482S22107526x494,,krabbe
5861,kreps,M556x533S26501506x476S26501522x491S26517479x476S26517465x490S21b00518x467S21b00533x482S21b00470x468S21b00456x482S1eb47537x506S1eb4f445x503S2fb04493x510,,kreps
5862,kreps,M535x522S1eb57513x494S1eb5f472x495S22101480x479S22105470x482S22101466x493S22107526x490S22103522x479S22107511x478,,kreps
5863,krokodille,M523x515S17159478x485S17135477x499S20600501x494,,krokodille
5864,krokodille,M527x520S15336479x505S15359474x481S20600505x493,,krokodille
5865,larve,M517x534S15a30486x478S26600484x467S21b00509x469S21600509x477S21b00509x483S21600509x490S10a57485x501,,larve
5867,manet,M523x537S37806484x475S14c04477x475S2fa00483x463S22100481x512S22100509x511S22a00481x522S22a00510x521S26506493x515,,manet
5868,mark,M535x521S26601466x483S21600483x480S21600489x488S21600496x496S10a51502x501,,mark
5870,padde,M535x527S2fb04492x521S22f04510x509S22f14466x509S14c50511x474S14c58467x475,,padde
5871,padde,M518x567S36a00482x477S20500496x525S15a12487x538S22f00490x553,,padde
5879,pingvin,M547x534S36d00479x466S21100505x476S21100481x476S22c04503x492S22c14479x492S18201522x471S18209452x471,,pingvin
5883,sel,M561x548S36d00479x453S15a51454x480S15a57517x479S20500472x500S20500510x499S2c606534x505S2c606532x524S2c613435x503S2c613439x523S2fc04490x537,,sel
5884,sidelinje,M517x526S15a48484x493S10002487x511S26504500x490S21100500x474,,sidelinje
5885,skjell,M518x518S17147502x498S1714f483x498S20600489x483,,skjell
5886,svamp,M527x512S17d14473x497S17d1c504x497S22120505x488S22120473x488,,svamp
5887,tang,M531x537S17740490x508S17748470x522S29907509x473S22100490x495S22104496x485S22100502x472S22104508x463,,tang
5889,oesters,M521x524S17138479x498S17137501x504S2dd08479x477,,oesters
5915,balanse,M531x529S15a50514x471S15a50477x471S23108505x502S23118469x502S2fb04494x523,,balanse
5936,distanse,M558x510S1eb40467x491S1eb48442x491S26706499x494S2f900547x500,,distanse
5942,egenskap,M521x523S36d00479x478S1f510494x494S20600490x512,,egenskap
5943,egenskap,M539x518S36d00479x483S1f510495x502S26a00512x504,,egenskap
5946,ekstra,M538x520S15a30462x489S20500477x498S2a200491x481S18517519x493,,ekstra
5947,ekstrem,M547x519S36d00479x490S15a02512x507S26607525x481,,ekstrem
5948,ekte,M514x525S15a16487x491S11550497x495S20b00496x475,,ekte
5951,enhet,M510x518S1ed16491x482S2f900492x513,,enhet
5954,fasit,M519x596S15a00487x439S14c20482x405S21100504x432S22b04503x448S22a04489x551S20b00490x569S15a40490x521S15a16484x584,,fasit
5955,fast,M527x511S20340512x496S20348473x496S2f900513x490S2f900475x490,,fast
5956,feil,M523x532S20e00511x485S22a04510x468S10040502x502S1000a478x489,,feil
5957,flat,M530x514S15a36481x497S15a50470x487S20e00486x497S26606500x494,,flat
5958,forandre,M517x548S10031485x452S10059487x469S2a206483x494S2a21e493x519,,forandre
5959,forandre,M533x552S10031487x449S10059490x466S10002474x531S1000a496x537S2810e468x499S28116501x504,,forandre
5960,forandre,M526x543S10031487x457S10059490x474S10002474x521S1000a496x528,,forandre
5961,forhold,M536x528S15a40485x472S15a48464x472S22a24475x512S22a24523x513S26626490x503,,forhold
5962,forlenge,M552x514S15a40505x487S15a48485x487S26612449x496S26606522x497,,forlenge
5963,form,M544x520S15a50504x481S15a50485x481S23c04521x493S23c1c457x493,,form
5964,form,M523x524S15a10510x476S15a18477x476S22a04510x509S22a14477x507,,form
5965,formel,M528x527S15a18473x485S18527490x500S26504499x487S20e00500x473S22104516x493,,formel
5967,forstoerre,M515x531S15a12488x502S15a16485x519S22b00494x469,,forstoerre
5969,fortegnelse,M519x519S15a00494x485S18210496x491S20612481x482,,fortegnelse
5972,frekvens,M534x529S2fb00492x471S26a00507x479S26a10466x478S14c00508x498S14c08468x498,,frekvens
5973,full,M539x512S15a12462x490S17600472x496S20e00493x490S26606509x488,,full
5975,foelge,M518x530S10018483x500S10010494x494S26627496x471,,foelge
5976,gjennomsnitt,M525x544S15d40506x489S14c08482x513S26506487x490S26502475x496S26600481x457,,gjennomsnitt
5977,grad,M541x508S36d00479x499S17610525x492,,grad
5978,grader,M515x522S15a12486x478S10028487x492S20602505x493,,grader
5979,gram,M530x545S1f010479x456S15a30511x488S15a30476x488S23108504x518S23118470x518S2fb04491x539,,gram
5980,grunn,M514x523S22a04495x494S15a12486x478S15a16487x511,,grunn
5981,hektoliter,M516x537S11502484x463S15a16488x525S1dc20492x500,,hektoliter
5982,horisont,M539x553S32402461x482S32406503x484S15a50473x521S26706491x528S2fb04493x547,,horisont
5986,innhold,M521x514S15a48480x487S19201495x493,,innhold
5987,innhold,M521x537S26504487x497S10004492x463S20700503x511S16d48479x517,,innhold
5989,intervall,M521x530S15a40494x471S1dc09491x500S20500511x487S20500480x489,,intervall
5990,justere,M514x531S1ea40486x470S2a300491x495,,justere
5991,justere,M560x550S35c00482x483S1ea40533x488S2a300537x514,,justere
5992,kaos,M525x521S2a22a504x484S15312475x479S1531e475x506,,kaos
5993,kaos,M519x547S14c12488x472S14c1a482x502S2e706491x454S2e74a488x531,,kaos
5998,kilometer,M526x515S14020474x485S18d50506x490,,kilometer
5999,kilometer,M512x534S10040488x504S28308490x466,,kilometer
6001,konsekvens,M522x530S10010507x500S10018478x491S26721478x470,,konsekvens
6002,krav,M520x531S15a30482x480S21100482x486S26604481x501S10a51487x469,,krav
6005,kule,M513x522S1531e488x507S24b00491x478,,kule
6007,kvartal,M567x528S36d00479x483S10020528x474S28a0b537x472S2a208513x500,,kvartal
6008,kvalitet,M531x530S15a18478x480S15a12469x488S37710481x505S22a00501x473S22a04517x489S21100518x471S21100502x490,,kvalitet
6009,kvarter,M533x521S15a18467x479S10010483x479S20500476x510S2c300507x483,,kvarter
6010,ligne,M519x523S10050504x493S10058482x493S20600488x478,,ligne
6011,liter,M514x518S15a16486x506S1dc20490x482,,liter
6012,maksimum,M516x529S22b00495x480S18210493x514S18218484x472,,maksimum
