id,term,signwriting,description,cue
4307,seig,M538x530S2f900495x509S26612463x495S26606508x495S1ea18465x471S1ea10513x471S2f804482x519,,seig
4309,sekund,M529x526S10011508x496S26c0a488x476S15a18472x474,,sekund
4312,sen,M540x523S36d00479x477S21100470x493S1f512488x493S26606510x493S2f804482x512,,sen
4313,sen,M529x518S10000472x482S26606493x489S2f804491x507,,sen
4316,sentrum,M524x522S20500492x511S1c510494x479S15a30477x483,,sentrum
4318,sirkel,M515x524S10040500x494S2e309486x477,,sirkel
4320,situasjon,M536x527S10000512x497S10008471x497S2ef05516x474S2ef15465x474,,situasjon
4321,sjanse,M514x531S15a06487x495S10000486x501S22b00492x470,,sjanse
4322,sjanse,M521x520S15340506x480S26603479x498S22104479x500S21600481x491,,sjanse
4323,sjanse,M527x530S15340512x470S26603485x488S20300473x515,,sjanse
4324,sjanse,M531x520S15340516x481S2880e489x493S20300470x489S15a16488x508,,sjanse
4325,sjelden,M532x519S1eb40468x500S26506496x504S26506517x505S21100519x489S21100498x489S22100520x481S22100498x481,,sjelden
4329,skade,M528x524S20350507x477S20350476x477S2a210472x496S2a208505x496,,skade
4331,skall,M526x519S2c300500x482S17111477x483S20301475x498,,skall
4332,skarp,M531x525S10041487x495S10049470x490S20e00497x487S28807511x476S2f710502x477,,skarp
4333,skifte,M519x522S15a50481x495S15a50507x495S26607491x478S26611488x478,,skifte
4335,skje,M514x532S10010489x502S15a06487x484S22b00492x469,,skje
4336,skjelve,M528x541S14c04503x499S14c0c472x499S2fa00508x534S2fa00478x534S2a410472x459S2a408503x459,,skjelve
4340,skli,M508x543S15a50493x516S15a30494x469S20e00494x498S26600492x458,,skli
4341,skog,M528x536S14c10473x465S37700484x495S15a1a474x524S26626494x504S2e104505x464,,skog
4343,skum,M524x514S15a30512x486S2950e476x501,,skum
4344,skulder,M521x512S36d00479x496S15a01478x489,,skulder
4345,sky,M521x533S36d00479x529S14c30493x486S2ea32492x467,,sky
4351,slag,M512x547S10004497x454S20500494x502S22a04492x485S14c38488x516,,slag
4352,slag,M513x529S10004498x471S14c38488x498,,slag
4353,slapp,M529x521S14c04506x480S14c0c471x480S2fa00511x514S2fa00478x513,,slapp
4355,slukke,M542x512S22104503x493S22100503x504S22100486x504S22104485x493S15d17458x489S15d1f519x488,,slukke
4356,slukke,M533x514S15d20514x487S15d28468x487S22100488x504S22104488x495S22100502x504S22104502x495,,slukke
4357,smak,M518x539S33b00482x483S10000486x509,,smak
4358,smake,M518x539S33b00482x483S10000486x509,,smake
4360,smelte,M587x513S17d1c502x487S17d14474x487S2fb04492x507S26612439x487S26606531x487S18514413x489S1851c562x488,,smelte
4365,sol,M550x521S36d00479x517S10011529x479S2e309503x480,,sol
4366,solbrent,M559x518S36d00481x455S10011534x419S2e309507x419S2ff00478x483S20e00496x493S14c10515x481S26506544x491S2f710544x480,,solbrent
4367,solid,M515x525S22a04486x493S2f900504x497S20300485x475S20300485x510,,solid
4370,sommer,M530x518S2ff00482x483S14c02465x482S26606500x485,,sommer
4372,sopp,M523x518S17112477x483S1f518485x503S20600501x490,,sopp
4373,sort,M512x548S10004493x452S22a04493x485S20500495x503S14c38488x517,,sort
4374,sort,M512x530S10004497x471S14c38488x499,,sort
4375,sortere,M516x538S15a40485x462S21200485x492S15a16486x507S26604485x508S26604500x508,,sortere
4376,speedometer,M525x545S10020476x456S26606495x470S2f710503x461S15a06479x527S10021482x524S2880a491x507,,speedometer
4377,speil,M512x530S15a00495x471S2e104489x502,,speil
4378,speil,M512x529S15a10495x471S2e100489x500,,speil
4382,spiss,M543x512S1000a458x497S1ef10480x493S26606513x492S22100518x505S22104519x489,,spiss
4383,spole,M540x508S10012461x492S2820a497x492,,spole
4384,spole,M541x511S10002460x494S2ef00494x490S2ef00516x490S26706499x495,,spole
4385,spole,M537x513S10012507x487S1001a463x498S2f000483x489,,spole
4386,spre,M566x535S17750506x520S17758475x519S26611459x492S26607520x494S14c57540x467S14c5f434x466,,spre
4388,sprenge,M566x514S17710510x498S17718471x498S26612435x498S26606536x498S22100540x495S22100450x495S2f900541x487S2f900452x487,,sprenge
4389,sprenge,M589x516S17710508x498S17718471x498S26612436x498S26606532x498S22100537x494S22100450x494S2f900538x485S2f900451x486S14c10566x485S14c18411x485,,sprenge
4390,sprit,M544x528S30005482x483S20310529x513S20500515x515,,sprit
4391,sprute,M543x527S17726509x507S1772e476x507S26607521x481S26611457x481S22100515x483S22100473x482S2f900516x475S2f900474x474,,sprute
4393,stank,M518x518S2ff00482x483S20800495x496S1d412487x471,,stank
4395,stein,M517x526S20300502x474S20300484x511S20b00503x511S22a04503x493,,stein
4396,stein,M518x523S20300483x502S20300503x508S20e00505x495S22a04505x478,,stein
4397,stein,M522x524S20300495x476S20300478x494S22b04495x494S20e00510x497,,stein
4398,sterk,M508x520S20330493x505S2f900496x498S22a00495x480,,sterk
4399,sterk,M521x512S20300506x489S20300479x489S2f900508x507S2f900481x507,,sterk
4401,stige,M514x532S15a12487x501S10018490x502S21100493x485S22a00493x469,,stige
4403,stille,M541x529S15a50506x471S15a50483x471S26612459x500S26606511x500S2f804482x518,,stille
4406,stimulere,M526x531S15a30508x504S15a30479x504S29200512x470S29218474x470,,stimulere
4407,stinke,M518x518S2ff00482x483S20800495x494S1d412487x469,,stinke
4408,stjerne,M512x529S15320494x472S2e104489x501,,stjerne
4409,stjerne,M538x529S36d00479x525S15327515x491S25d00510x471,,stjerne
4410,stoff,M515x516S1851c490x501S21100485x493S22100485x484,,stoff
4411,stoff,M539x528S18514471x492S1851c504x492S21200486x483S22100502x474S22100487x473S26606509x512S26612461x512,,stoff
4412,storm,M526x518S14c11500x483S2890e475x503S2f900504x512,,storm
4413,struktur,M512x534S14c20489x466S29904495x502,,struktur
4414,struktur,M518x543S14c01483x458S26604492x489S14c09492x516,,struktur
4415,struktur,M521x539S20500495x496S26604493x462S14c01495x510S14c09480x512,,struktur
4439,sukker,M516x515S26a02485x488S15a30504x485,,sukker
4440,sukker,M529x510S26b04502x490S1851c471x495,,sukker
4441,sukker,M509x530S1855e494x470S26b02491x503,,sukker
4442,sur,M520x574S31500482x483S34600482x483S15001485x523S2df0c499x553,,sur
4444,svak,M559x526S14c03505x490S14c0b469x490S2fa00509x519S2fa00481x519S2a20c536x476S2a214442x475,,svak
4446,svamp,M531x521S17d14471x506S17d1c507x506S22120509x496S22120470x496S2f800481x479,,svamp
4447,svinge,M523x519S15a40511x482S2890e477x488S28906477x504,,svinge
4450,sylinder,M517x528S22b20491x472S16d40499x508S16d48484x508,,sylinder
4451,symbol,M521x516S15020479x485S26500507x492,,symbol
4452,symbol,M521x524S20500509x493S26500507x507S15020479x493S15a06479x476,,symbol
4453,syn,M536x553S31400482x483S10e00499x523S26600520x506,,syn
4454,syntetisk,M519x541S17711499x460S1771f481x478S17719483x505S17717499x522,,syntetisk
4455,syre,M519x570S31500482x483S34600482x483S15001481x522S2df0c498x549,,syre
4456,system,M538x523S2882a502x498S22a24525x508S22a24490x508S15a40485x477S15a48462x477,,system
4457,system,M521x537S15a48479x468S15a48479x510S10e02491x477S10e22490x516S20500494x506S20500496x463,,system
4458,systematisk,M539x523S2882a501x500S22a24526x508S22a24487x508S15a40484x477S15a48462x477,,systematisk
4472,tabell,M530x524S1ec26471x482S26606500x476S22b04491x494S22b04511x494,,tabell
4473,tabell,M524x520S15a00477x482S18210480x491S20500513x480S20500513x509S22a04511x492,,tabell
4474,tall,M526x526S14c09475x497S20e00474x489S2880f483x475S10041505x496,,tall
4476,tang,M512x519S1e10c488x481S22100490x512,,tang
4477,tang,M509x520S16d0c492x481S22100495x505S2f900495x515,,tang
4478,tank,M552x528S36d00479x524S26624517x489S16d10535x471S16d18500x471,,tank
4479,teknikk,M521x536S15a48480x473S15a48479x509S10e02491x480S10e22491x517S20500496x506S20500496x465,,teknikk
4480,teknologi,M528x580S15a48474x426S15a48473x469S10e02485x434S10e22485x477S20500490x420S20500489x466S26600487x517S20700510x517S14c40483x549,,teknologi
4481,tekst,M523x518S15a02477x483S10011486x488S26506508x495,,tekst
4484,telle,M536x523S14c0a465x500S20e00499x501S20e00480x487S2880f492x478S10041515x493,,telle
4485,telle,M521x523S14c0a480x495S10040481x493S20e00490x478S20e00509x486,,telle
4486,lys,M518x537S26500499x498S17727498x518S14c20495x463S22100483x501,,lys
4487,lys,M528x549S33b00482x483S10010487x519S2c601509x519,,lys
4488,lys,M539x519S36d00479x515S22104527x505S17712524x480,,lys
4489,lys,M529x532S15a02502x520S15a06472x520S28a10487x481S28a08498x481S22100509x468S22100479x470,,lys
4489,lyst,M529x532S15a02502x520S15a06472x520S28a10487x481S28a08498x481S22100509x468S22100479x470,,lyst
4490,lys,M557x518S2ff00482x483S15713519x461S17711538x443,,lys
4493,lytte,M535x518S33010479x483S17120518x483,,lytte
4495,loek,M521x530S15a16480x518S22a00487x500S1eb26486x471S22100509x505S22104509x489,,loek
4496,loek,M519x529S15a16482x502S1eb26483x505S22a00489x484S22100507x487S22104507x472,,loek
4497,loenn,M538x529S14c0a463x495S10003481x471S2480c500x496S20700520x480S20700520x497S20700520x514,,loenn
4498,temperatur,M515x533S15a12486x504S10018490x503S21200487x486S23108489x467,,temperatur
4499,temperatur,M515x569S15a40496x466S15a16488x478S20b00496x450S22a04496x432S15a12485x534S10018492x539S21200486x518S23108488x500,,temperatur
4501,teori,M553x518S2ff00482x483S15a12526x492S29508534x456,,teori
4502,loepe,M533x541S2fb04490x535S26c04506x519S26c10468x518S10004506x483S1000c482x483S2f730496x460,,loepe
4504,loepe,M533x520S2f710493x513S26c00506x500S26c10467x500S20340513x480S20348475x480,,loepe
4505,loepe,M533x529S2f710493x522S26c00506x509S26c10467x509S20340513x489S20348475x489S36e00477x471,,loepe
4506,termometer,M526x571S15a12475x462S10018479x464S21200475x447S23108477x429S20700474x541S1f110497x542S10018499x541S22b00503x508,,termometer
4507,loese,M569x516S17650504x486S17650482x486S26512461x488S26506525x488S14c04546x485S14c0c432x485,,loese
4509,loesning,M588x519S17714474x503S1771c498x503S26612441x503S26606523x503S20e00527x493S20e00452x494S14c47561x484S14c4f412x481,,loesning
4510,loesning,M569x516S17650504x486S17650482x486S26512461x488S26506525x488S14c04546x485S14c0c432x485,,loesning
4513,loeve,M537x544S33b00482x483S14c02506x493S14c0a463x493S26a06521x515S26a12462x517,,loeve
4514,tett,M512x523S20500496x485S2f900495x478S15a50500x496S15a50489x496,,tett
4516,m,M510x513S18d50490x488,,m
4517,M,M514x517S15a36487x484S18c50489x487,,m
4519,Madagaskar,M524x523S15a12483x496S15a16477x511S21100511x507S2e732486x477,,madagaskar
4520,mage,M542x526S36d00479x522S21100494x499S26606512x499S15a02463x500S36d00479x474,,mage
4521,tetthet,M521x524S14c50496x493S14c58479x493S22102514x480S22106481x480S2f900496x476,,tetthet
4523,tid,M527x515S10010474x485S26606497x493,,tid
4528,tidlig,M540x521S2ff00482x483S20310525x506S2b700519x477,,tidlig
4529,tilfeldig,M526x516S10000475x486S29206495x484,,tilfeldig
4530,tilfredsstillende,M519x520S22a00495x487S18210496x505S18218482x480,,tilfredsstillende
4531,tilknytning,M541x509S10602479x494S1061a460x491S26626511x492,,tilknytning
4532,tillegg,M536x519S15a30464x491S20500479x496S2a200492x482S18517517x492,,tillegg
4534,tilpasse,M525x525S16d40507x505S16d48476x476S2750e497x478,,tilpasse
4535,tilstrekkelig,M516x520S18210493x505S18218485x480S22a00496x486,,tilstrekkelig
4537,time,M528x515S10020489x485S15a18472x487S2ef00510x492,,time
4538,time,M527x517S15a18473x488S10020492x484S2e700512x492,,time
4539,ting,M533x524S2fb04491x518S22a04511x508S22a14474x508S1ce10511x476S1ce18468x476,,ting
4540,ting,M511x525S1ce10489x476S22a04490x510,,ting
4541,titte,M518x553S32103482x483S10e00478x507S22f03463x532,,titte
4542,tom,M590x514S17d14476x486S17d1c504x486S2fb04494x508S26612440x486S26606533x486S18514411x489S1851c565x488,,tom
4545,gripe,M535x533S26603485x495S15027507x467S17620466x517,,gripe
4546,gripe,M535x533S26603485x495S15027507x467S17620466x517S21600484x489,,gripe
4547,gripe,M535x533S26603485x495S15027507x467S17620466x517S21600484x489S2f801474x475S2f805497x500,,gripe
4548,agurk,M577x523S1ec27502x496S1ec2f471x497S28912446x484S2890a522x483S1eb27557x492S1eb2f423x494S2fb00490x477,,agurk
4549,agurk,M564x529S1ef20501x472S1ef28467x472S28813443x475S2880b536x476S1eb27544x502S1eb2f436x499S2fb04492x500,,agurk
4553,tom,M569x512S26612459x494S26606511x494S22104515x488S22104473x488S18514432x497S1851c544x497,,tom
4554,tom,M514x534S15a50492x467S15a36487x522S22b04490x495,,tom
4555,tonn,M540x517S20300474x483S20300510x483S22a14475x502S22a04511x502S2f900529x504S2f900461x504,,tonn
4556,topp,M523x529S1ec26477x506S22b00478x472S22120501x496,,topp
4557,topp,M522x531S14c50479x500S22b00483x469S22120500x488,,topp
4558,torden,M573x523S33000476x488S30104482x477S28302520x483S2831a437x483S20312558x501S2031a426x500,,torden
4559,torn,M523x525S22a00487x479S22120501x475S1f111493x483S1000a477x510,,torn
4560,tornado,M538x548S10013463x495S10018468x518S2ef04506x477S2ef04494x489S2f710497x505S22b07492x469S2e736513x452S2fb01488x473,,tornado
4562,trafikk,M529x525S15a04479x480S15a04510x476S26c08502x507S26c10472x510,,trafikk
4567,trekant,M534x524S10050504x494S10058481x494S23f02506x476S23f1a467x476,,trekant
4568,trekke,M540x513S1060e478x488S1061a460x498S26626510x497,,trekke
4569,trene,M524x530S15a48480x470S15a42497x479S37800485x497S2880d476x499S2880d476x510S20f02499x501,,trene
4570,trenge,M521x518S17130503x483S17138480x483S26a24487x504,,trenge
4571,trett,M521x537S36d00479x463S15a10482x476S15a18506x476S21100506x506S21100482x506S22a04506x522S22a14482x522,,trett
4572,triangel,M540x527S10050503x497S10058481x497S24002506x473S2401a461x473,,triangel
4573,trille,M535x526S10002505x511S1000a465x511S2bd10471x482S2bd00506x483S2fb00493x474,,trille
4574,trygg,M521x521S36d00479x479S20300493x491S20500496x510,,trygg
4576,trykk,M514x526S15a16487x514S20350492x499S22a04494x481S2f900495x474,,trykk
4585,tvang,M519x528S3780b482x498S20357498x492S20351482x502S22a04486x483S2f900487x473,,tvang
4587,tvinge,M519x526S3780b481x496S20357498x488S20351481x498S22a04486x481S2f900487x474,,tvinge
4588,tydelig,M515x525S26a00486x475S1ce10493x495,,tydelig
4592,typisk,M544x518S30007482x483S20e00515x480S28808505x459S15a11521x456,,typisk
4594,umulig,M524x522S11551497x479S11559480x479S20500496x509S26512477x508S26506509x508,,umulig
4598,universet,M547x535S2ff00482x483S20330516x520S20330470x520S28914459x484S2890c526x485S14c12516x460S14c1a454x460,,universet
4604,urolig,M540x523S20350517x478S20350476x478S26612461x495S26602503x494S26606510x507S26616466x507,,urolig
4606,usikker,M529x545S15a40507x455S15a48476x455S2a20c501x487S2a208506x508S2a210472x487S2a214471x510S2fb04489x539,,usikker
4609,uten,M539x523S14c31488x478S14c39488x479S20500495x509S26612461x507S26606509x506,,uten
4611,utrygg,M542x550S20500494x539S20300492x522S36d00479x511S15a37498x449S15a31491x449S20500500x476S26612469x473S26606512x473,,utrygg
4613,utsatt,M512x529S18240488x514S26600495x480S2f900498x471,,utsatt
4615,utstyr,M548x523S15350478x477S15358452x477S22a24505x508S22a24535x508S26726504x489,,utstyr
4616,utstyr,M550x520S16d10483x480S16d18450x480S26726508x489S22a24505x505S22a24530x505,,utstyr
4619,utvendig,M534x518S2ff20476x483S22b24493x450S18240510x458S18248468x458,,utvendig
4620,utvide,M540x522S18247506x478S1824f477x478S26612461x506S26606510x506,,utvide
4626,vann,M531x514S15a50470x487S2830a488x494,,vann
4627,vann,M508x516S17712493x484S22100495x509,,vann
4628,vann,M514x519S22100502x505S22a04486x504S17712486x481,,vann
4629,vann,M522x535S2ff00482x483S10610488x509S20e00510x515,,vann
4630,vann,M542x522S2ff00482x483S21100501x490S22a04502x505S1f527520x500,,vann
4631,vanskelig,M526x520S20330511x505S20330475x505S2f900514x497S2f900477x497S22a00513x480S22a10476x480,,vanskelig
4632,variere,M528x524S15a50509x477S15a50479x477S23100502x506S23110472x507,,variere
4633,varm,M529x518S2ff00482x483S14c02464x485S26606499x487,,varm
4636,ved,M532x527S36d00479x474S37700479x478S37703479x502S20500467x487S20500480x516S28900493x486S18247515x496,,ved
4640,veie,M529x530S15a30509x470S15a30478x470S23100503x500S23110471x501S2fb04492x524,,veie
4641,vekt,M530x529S15a30511x472S15a30478x472S23100504x501S23110471x502S2fb04493x523,,vekt
4642,veldig,M526x524S36d00479x476S20500499x497S15a17503x501,,veldig
4643,ventil,M529x521S10011508x490S1001a471x506S20500494x492S22100504x479S22104485x479,,ventil
4644,verden,M546x528S15a50508x472S15a50479x472S28a14458x492S28a0c525x492S28816454x502S2880e524x502,,verden
4645,verdi,M514x520S20600488x496S1851c486x480S15a16487x508,,verdi
4646,verdi,M514x531S22a00487x469S22100487x486S20500494x507S1851c487x489S15a16487x519,,verdi
4650,vest,M521x524S36d00479x476S15a01498x486S22b03479x500,,vest
4651,vest,M525x517S36d00479x484S15a01502x494S26602471x501,,vest
4652,vibrator,M524x558S14c50490x442S2a400489x476S17710504x524S17718477x524S26512477x544S26506507x544,,vibrator
4653,vibrere,M513x536S14c50488x465S2a400488x500,,vibrere
4654,viktig,M513x520S1f502492x496S22f00488x481,,viktig
4656,vind,M526x520S14c40502x481S23902475x500,,vind
4660,loek,M515x523S15a16486x501S15a40493x496S20c00487x477,,loek
4661,loek,M518x528S15a16482x516S22a00488x498S1eb26488x472S22100505x503S22104506x491,,loek
4662,loek,M518x524S15a16482x501S22a00488x483S1eb26485x500S22100505x488S22104506x476,,loek
4663,loek,M518x580S31900482x483S10000499x506S20e00501x539S22a04500x554S21600502x572,,loek
4669,sopp,M518x530S17716501x510S16d42498x488S22a00502x470S22100483x482S22104484x470,,sopp
4670,sopp,M510x518S17112490x483S1f502495x494,,sopp
4671,tomat,M518x569S30004482x483S1530e488x520S2e000490x540,,tomat
4675,badstu,M544x561S35000457x483S34c00484x483S20c00446x535S36d00484x536S1eb07479x534S34b00508x483,,badstu
4676,arbeidsgiver,M535x538S20310502x463S20318494x481S20c00466x467S25603511x496S15a31490x515,sammensatt tegn,arbeidsgiver
4677,aske,M589x513S15540501x487S15548483x487S17748411x493S17740569x492S26606531x493S26612440x493,,aske
4678,asjett,M513x531S15a30494x504S10004498x470S2e732488x513,,asjett
4679,ASL,M550x560S1f720523x466S1f410521x508S1dc20521x530S22104521x499S34c00483x444S35c00483x522S36100482x482,,asl
4680,astronaut,M546x530S2ff00482x483S18111522x473S18119459x469S28f14465x475S28f0c495x476,,astronaut
4681,at,M528x551S1f410499x536S22104498x526S34c00482x483S22204504x504,,at
4683,atombombe,M547x567S37600488x542S20311475x530S20319506x528S22f03526x543S22f15457x546S34c00482x483,,atombombe
4684,attest,M515x531S15a39492x505S15a31486x508S20b00491x488S22a04492x470,,attest
4685,audiopedagog,M568x618S33010479x483S10010517x499S26606538x492S18510502x566S18518471x570S26a02505x581S26a16483x591,,audiopedagog
4686,flau,M533x518S2d600491x500S15a00521x490S31600482x483,,flau
4687,autisme,M555x541S34c00481x472S34410496x514S2ff10483x499S15d40536x489S15d48442x491S26902526x525S26916455x523,,autisme
4688,autoritet,M513x523S22f00488x477S1f540493x499,,autoritet
4689,avbryte,M530x528S15d59471x497S10e41504x498S22713507x477S26601483x473,,avbryte
4690,automatisk,M526x534S14c09475x467S14c01500x471S28804499x512S2881c486x512S21000489x496,,automatisk
